age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level
34.0,5.0,12.91,4.47,5.0,18.0,26.0,8.0,17.28,0.95,100.0,High
31.0,5.0,13.88,5.41,1.0,5.0,7.0,4.0,15.6,0.94,58.23,Medium
22.0,2.0,6.89,7.16,6.0,2.0,25.0,8.0,11.09,0.61,41.49,Medium
36.0,15.0,5.44,5.09,5.0,5.0,29.0,9.0,7.09,0.62,55.07,Medium
22.0,11.0,8.82,7.24,3.0,8.0,3.0,4.0,12.79,1.1,56.6,Medium
38.0,3.0,11.1,8.62,7.0,1.0,27.0,8.0,12.69,0.06,85.22,High
39.0,0.0,10.12,4.02,7.0,5.0,20.0,1.0,12.64,1.87,53.97,Medium
23.0,3.0,13.51,7.93,6.0,13.0,14.0,6.0,15.08,1.3,80.82,High
22.0,0.0,12.18,7.21,0.0,18.0,10.0,7.0,14.26,0.89,60.81,Medium
35.0,7.0,12.69,4.23,4.0,3.0,0.0,2.0,17.63,0.12,68.52,Medium
31.0,4.0,9.42,7.95,1.0,13.0,1.0,0.0,10.85,1.26,35.3,Medium
27.0,1.0,7.27,5.12,0.0,9.0,26.0,1.0,9.9,0.04,33.1,Low
43.0,11.0,11.02,5.33,0.0,5.0,7.0,9.0,14.73,1.36,57.41,Medium
36.0,16.0,8.39,4.47,6.0,10.0,,4.0,,0.15,61.06,Medium
26.0,6.0,6.88,6.67,1.0,12.0,0.0,8.0,8.32,1.31,54.46,Medium
30.0,10.0,5.52,6.49,4.0,17.0,2.0,4.0,7.09,0.81,58.01,Medium
37.0,3.0,9.28,5.74,3.0,19.0,17.0,0.0,12.86,1.33,60.53,Medium
20.0,4.0,9.94,4.84,1.0,13.0,25.0,0.0,14.58,0.28,64.81,Medium
22.0,5.0,9.69,8.19,1.0,19.0,15.0,1.0,13.99,0.23,70.41,High
23.0,10.0,5.17,8.38,1.0,19.0,20.0,0.0,10.1,0.49,28.95,Low
32.0,0.0,9.7,6.7,7.0,10.0,27.0,7.0,13.01,0.82,84.83,High
25.0,9.0,5.68,5.22,4.0,4.0,19.0,1.0,10.53,0.51,,Low
33.0,19.0,10.64,4.48,7.0,,19.0,7.0,12.86,0.16,86.38,High
24.0,10.0,8.29,8.34,1.0,3.0,12.0,4.0,10.98,0.65,21.01,Low
35.0,16.0,12.49,4.48,1.0,11.0,19.0,0.0,,1.41,66.39,Medium
34.0,7.0,11.78,4.07,2.0,5.0,26.0,3.0,12.97,1.17,38.21,Medium
34.0,12.0,11.24,6.35,2.0,7.0,3.0,1.0,15.56,1.93,53.92,Medium
23.0,19.0,11.01,7.66,2.0,3.0,3.0,5.0,12.11,0.87,44.58,Medium
27.0,17.0,9.6,6.29,2.0,19.0,21.0,4.0,13.52,0.67,77.83,High
35.0,15.0,4.61,4.26,1.0,9.0,1.0,8.0,7.24,1.39,35.2,Medium
35.0,1.0,10.55,7.45,7.0,10.0,12.0,2.0,11.57,0.82,75.54,High
23.0,4.0,8.67,7.21,6.0,14.0,12.0,4.0,10.83,1.24,63.76,Medium
32.0,17.0,8.7,7.41,7.0,4.0,19.0,9.0,11.08,1.89,49.61,Medium
32.0,2.0,7.79,5.06,2.0,2.0,29.0,6.0,12.65,1.0,18.74,Low
21.0,16.0,13.29,7.98,0.0,14.0,6.0,8.0,16.93,1.0,78.05,High
22.0,15.0,6.49,6.4,6.0,1.0,6.0,2.0,9.66,1.55,0.0,Low
41.0,5.0,7.17,6.68,3.0,1.0,16.0,3.0,8.68,1.51,19.86,Low
27.0,18.0,13.63,6.73,2.0,7.0,9.0,0.0,16.19,1.03,59.99,Medium
43.0,6.0,12.1,5.43,4.0,13.0,11.0,1.0,13.24,0.13,82.22,High
34.0,17.0,4.14,5.25,3.0,8.0,24.0,2.0,8.19,,9.32,Low
30.0,13.0,13.06,4.02,7.0,4.0,22.0,9.0,14.71,0.75,88.14,High
28.0,5.0,6.27,5.98,7.0,11.0,26.0,6.0,9.65,0.63,57.35,Medium
26.0,7.0,11.06,6.43,5.0,9.0,21.0,6.0,14.86,1.96,60.31,Medium
32.0,14.0,9.53,7.71,7.0,0.0,29.0,0.0,12.0,1.74,5.51,Low
21.0,14.0,9.37,4.33,5.0,18.0,15.0,8.0,12.9,0.66,90.03,High
27.0,14.0,11.18,8.62,0.0,10.0,1.0,2.0,15.24,0.62,48.31,Medium
26.0,15.0,6.07,5.32,3.0,16.0,21.0,2.0,7.81,1.44,41.27,Medium
43.0,0.0,5.59,5.83,3.0,2.0,20.0,1.0,8.99,0.67,11.93,Low
31.0,10.0,10.52,4.24,7.0,0.0,8.0,2.0,14.46,0.5,47.94,Medium
38.0,4.0,6.91,7.27,0.0,16.0,11.0,5.0,9.34,1.96,66.09,Medium
26.0,4.0,13.74,7.54,5.0,5.0,16.0,9.0,15.39,1.13,81.14,High
29.0,5.0,8.52,8.64,2.0,12.0,15.0,3.0,10.66,1.52,39.68,Medium
44.0,1.0,5.12,5.68,0.0,19.0,4.0,1.0,9.85,1.43,31.02,Low
35.0,5.0,10.86,5.29,4.0,3.0,18.0,7.0,13.29,1.51,65.32,Medium
22.0,13.0,7.06,7.63,0.0,4.0,24.0,0.0,8.49,1.81,4.71,
29.0,10.0,5.49,7.53,1.0,14.0,27.0,9.0,6.82,1.0,31.92,Low
25.0,3.0,8.23,8.69,5.0,13.0,16.0,7.0,9.95,1.51,70.8,High
37.0,8.0,13.64,5.03,1.0,18.0,21.0,1.0,15.15,1.59,80.03,High
37.0,2.0,8.11,7.53,5.0,14.0,2.0,8.0,11.09,1.89,68.34,Medium
24.0,,7.47,4.33,5.0,11.0,16.0,3.0,9.86,1.43,47.53,Medium
40.0,10.0,8.45,6.4,3.0,17.0,26.0,3.0,12.82,1.79,61.17,Medium
26.0,3.0,4.12,4.6,2.0,13.0,14.0,6.0,8.64,0.19,55.91,Medium
21.0,0.0,5.33,7.27,2.0,9.0,18.0,2.0,8.22,0.25,9.68,Low
30.0,15.0,12.5,7.01,5.0,7.0,14.0,9.0,17.05,0.32,89.08,High
32.0,,13.78,4.24,5.0,3.0,17.0,2.0,16.58,0.29,71.42,High
42.0,15.0,5.58,5.6,7.0,17.0,25.0,3.0,9.15,0.18,51.32,Medium
24.0,10.0,9.36,5.98,1.0,7.0,11.0,9.0,11.01,0.25,81.36,High
25.0,7.0,13.66,5.24,7.0,3.0,27.0,2.0,14.87,1.99,54.06,Medium
43.0,0.0,5.57,4.19,7.0,,11.0,9.0,7.21,0.54,71.73,
33.0,8.0,5.86,5.59,4.0,4.0,23.0,7.0,7.87,0.96,26.73,Low
31.0,11.0,13.27,7.96,0.0,9.0,2.0,8.0,17.27,1.64,57.3,Medium
23.0,7.0,11.06,5.8,5.0,5.0,10.0,4.0,12.75,0.24,73.49,High
42.0,16.0,5.52,5.62,7.0,3.0,22.0,2.0,7.04,0.63,24.46,Low
25.0,9.0,7.93,8.71,5.0,17.0,9.0,6.0,12.64,0.32,79.63,High
29.0,6.0,4.56,4.21,0.0,16.0,21.0,2.0,8.32,0.13,39.19,Medium
37.0,18.0,8.33,7.84,0.0,6.0,14.0,5.0,11.22,1.92,23.13,Low
34.0,5.0,11.78,6.42,4.0,8.0,22.0,3.0,13.16,1.72,50.01,Medium
27.0,,9.54,8.72,4.0,2.0,10.0,6.0,13.95,1.76,29.1,Low
28.0,17.0,10.47,5.97,0.0,8.0,22.0,5.0,11.9,1.74,56.96,
24.0,14.0,7.27,7.54,5.0,3.0,25.0,6.0,10.71,0.31,39.51,Medium
29.0,1.0,5.61,4.35,5.0,18.0,0.0,3.0,9.28,1.57,54.73,Medium
39.0,13.0,4.13,8.64,0.0,8.0,19.0,5.0,6.73,1.46,16.69,Low
25.0,9.0,12.21,5.72,5.0,19.0,3.0,9.0,16.85,1.85,100.0,High
35.0,15.0,10.37,6.62,4.0,5.0,20.0,6.0,11.57,0.44,56.37,Medium
43.0,6.0,6.29,4.69,0.0,10.0,29.0,9.0,10.56,0.83,70.78,High
22.0,7.0,8.18,8.73,4.0,14.0,25.0,7.0,11.4,0.59,44.61,Medium
29.0,9.0,12.01,7.36,5.0,5.0,20.0,9.0,15.45,0.52,79.07,High
30.0,14.0,9.39,4.27,5.0,19.0,7.0,8.0,14.34,1.3,94.14,High
30.0,7.0,7.0,4.78,,9.0,19.0,2.0,10.33,0.33,49.26,Medium
36.0,12.0,6.67,6.0,1.0,17.0,12.0,4.0,10.86,0.93,53.74,Medium
23.0,11.0,6.18,5.08,1.0,15.0,16.0,9.0,7.79,1.29,65.76,Medium
23.0,7.0,12.24,5.52,6.0,3.0,14.0,2.0,16.48,0.26,43.93,Medium
36.0,14.0,9.82,8.99,4.0,,20.0,4.0,13.86,0.51,70.85,High
28.0,11.0,11.09,7.29,0.0,12.0,0.0,1.0,15.96,1.93,54.06,Medium
38.0,10.0,,8.61,1.0,4.0,27.0,2.0,17.34,1.59,30.57,Low
24.0,18.0,13.87,6.18,5.0,19.0,2.0,6.0,15.73,1.35,100.0,High
41.0,13.0,6.49,7.55,7.0,18.0,23.0,7.0,9.35,1.71,61.17,Medium
43.0,17.0,5.81,,2.0,17.0,25.0,4.0,10.46,0.03,47.77,Medium
25.0,12.0,8.62,5.64,0.0,19.0,20.0,2.0,12.18,0.01,58.79,Medium
22.0,3.0,4.35,6.6,4.0,16.0,22.0,3.0,7.2,0.31,32.59,Low
41.0,16.0,,6.14,5.0,15.0,29.0,2.0,13.36,0.99,76.81,High
20.0,18.0,12.84,8.9,5.0,0.0,16.0,2.0,15.25,1.14,32.66,Low
39.0,8.0,10.86,6.48,2.0,0.0,21.0,8.0,14.52,0.23,49.76,Medium
41.0,6.0,6.68,8.06,4.0,19.0,27.0,3.0,10.79,0.14,48.62,Medium
35.0,0.0,5.23,7.33,6.0,13.0,29.0,5.0,8.02,1.66,44.8,Medium
42.0,6.0,7.82,6.4,0.0,1.0,23.0,2.0,9.04,0.93,4.19,Low
30.0,6.0,12.33,6.37,5.0,14.0,21.0,7.0,15.86,1.98,91.19,High
32.0,19.0,7.48,5.71,6.0,2.0,3.0,3.0,12.17,0.46,42.28,Medium
29.0,6.0,4.34,4.53,3.0,12.0,26.0,7.0,,1.29,53.21,Medium
22.0,7.0,6.74,7.81,5.0,18.0,7.0,1.0,11.45,1.61,33.6,Low
28.0,15.0,13.9,8.59,3.0,0.0,14.0,8.0,16.32,1.75,58.78,Medium
31.0,2.0,10.77,5.09,7.0,12.0,7.0,1.0,15.32,0.61,84.47,High
42.0,12.0,13.01,8.63,3.0,14.0,29.0,2.0,17.16,0.39,56.5,Medium
33.0,9.0,11.75,5.16,0.0,15.0,13.0,2.0,16.6,0.45,73.67,High
20.0,17.0,9.4,6.65,7.0,10.0,5.0,4.0,13.56,1.33,48.61,Medium
37.0,6.0,5.49,5.72,0.0,2.0,23.0,2.0,7.78,1.04,6.64,Low
36.0,4.0,7.49,4.57,2.0,7.0,27.0,7.0,12.09,1.2,51.84,Medium
28.0,6.0,9.84,4.26,5.0,5.0,21.0,9.0,13.52,0.04,72.63,High
28.0,16.0,12.71,5.83,0.0,4.0,14.0,6.0,14.36,0.78,54.82,Medium
42.0,3.0,6.69,4.24,0.0,14.0,19.0,0.0,7.87,0.62,43.95,Medium
29.0,15.0,5.21,4.52,,8.0,26.0,5.0,7.67,1.73,24.22,Low
38.0,18.0,9.59,4.71,2.0,4.0,27.0,1.0,13.74,1.55,41.52,Medium
34.0,9.0,5.77,4.01,5.0,9.0,21.0,7.0,9.24,0.86,74.93,High
24.0,2.0,10.1,4.77,6.0,5.0,,9.0,13.21,1.26,61.34,Medium
34.0,2.0,6.64,6.89,4.0,10.0,23.0,7.0,7.65,0.1,40.76,Medium
39.0,16.0,6.31,8.1,1.0,3.0,29.0,6.0,9.05,1.27,3.64,Low
42.0,9.0,7.99,4.97,5.0,19.0,22.0,7.0,9.62,0.19,83.36,High
44.0,16.0,9.93,4.4,1.0,11.0,4.0,0.0,12.75,1.43,57.48,Medium
21.0,16.0,9.45,7.65,7.0,19.0,12.0,7.0,14.42,1.15,93.38,High
32.0,3.0,6.45,4.04,7.0,5.0,6.0,0.0,10.97,0.6,41.3,Medium
43.0,5.0,12.91,7.67,4.0,0.0,16.0,2.0,15.15,0.74,46.17,Medium
35.0,11.0,5.1,4.66,3.0,17.0,7.0,3.0,8.47,0.18,67.72,Medium
34.0,19.0,4.39,5.14,6.0,1.0,4.0,2.0,7.4,0.65,13.25,Low
44.0,16.0,10.03,4.6,5.0,4.0,22.0,1.0,11.55,1.93,48.69,Medium
29.0,16.0,5.23,5.24,0.0,15.0,6.0,2.0,10.19,0.97,56.19,Medium
33.0,9.0,9.05,7.99,2.0,11.0,7.0,8.0,11.75,0.95,70.88,High
29.0,6.0,13.52,4.66,5.0,11.0,6.0,1.0,16.54,1.26,66.45,Medium
44.0,15.0,10.99,8.97,2.0,10.0,21.0,4.0,14.58,0.97,44.43,Medium
33.0,12.0,10.17,5.64,3.0,19.0,,2.0,11.94,0.71,95.08,High
42.0,2.0,9.75,8.61,2.0,18.0,5.0,8.0,11.64,0.28,71.15,High
28.0,1.0,5.8,4.95,3.0,6.0,20.0,6.0,7.57,1.26,54.88,Medium
44.0,15.0,8.33,4.94,6.0,1.0,20.0,9.0,10.87,1.5,51.07,Medium
33.0,5.0,7.43,6.83,4.0,5.0,3.0,2.0,9.23,1.85,22.59,Low
22.0,5.0,13.53,4.25,3.0,3.0,22.0,1.0,18.24,0.01,,Medium
39.0,12.0,6.42,8.01,7.0,1.0,,1.0,10.28,0.13,10.94,Low
35.0,6.0,8.72,6.2,1.0,16.0,27.0,4.0,13.31,1.8,53.85,Medium
21.0,4.0,13.38,7.5,7.0,7.0,26.0,8.0,17.77,1.26,84.45,High
29.0,6.0,11.89,4.87,5.0,4.0,29.0,1.0,15.7,1.92,47.34,Medium
22.0,1.0,13.65,7.21,7.0,9.0,2.0,1.0,15.62,0.86,77.11,High
30.0,16.0,10.08,6.97,7.0,15.0,4.0,7.0,13.54,0.83,79.37,High
30.0,12.0,7.34,7.78,7.0,1.0,18.0,2.0,9.09,0.69,3.49,Low
40.0,15.0,12.27,5.49,3.0,18.0,,2.0,13.8,0.29,83.86,High
40.0,19.0,6.91,8.67,5.0,6.0,4.0,5.0,10.44,0.76,28.34,Low
41.0,1.0,5.65,8.81,4.0,1.0,26.0,5.0,9.15,0.03,32.73,Low
32.0,4.0,11.06,8.34,6.0,12.0,12.0,5.0,12.69,1.02,76.8,High
26.0,17.0,10.39,6.86,,3.0,9.0,4.0,12.8,1.69,57.99,Medium
42.0,6.0,12.79,6.1,3.0,15.0,5.0,3.0,14.06,0.64,88.38,High
36.0,10.0,13.62,4.29,4.0,9.0,0.0,8.0,17.48,0.19,100.0,High
21.0,10.0,12.57,8.74,1.0,16.0,29.0,3.0,17.52,1.95,65.5,Medium
31.0,16.0,4.6,8.76,6.0,13.0,10.0,0.0,8.56,0.26,33.89,Low
44.0,15.0,10.65,4.09,0.0,11.0,19.0,7.0,15.03,1.06,80.39,High
29.0,12.0,11.85,5.78,4.0,12.0,8.0,7.0,14.76,1.62,75.76,High
37.0,4.0,13.82,8.4,0.0,19.0,15.0,2.0,15.2,0.5,,Medium
41.0,19.0,7.75,4.4,4.0,7.0,14.0,8.0,11.66,1.68,39.88,Medium
30.0,15.0,5.7,4.98,7.0,16.0,4.0,6.0,7.73,1.11,58.54,Medium
35.0,15.0,12.53,8.89,6.0,17.0,14.0,6.0,15.08,0.66,80.43,High
36.0,15.0,7.17,8.24,3.0,9.0,0.0,4.0,,1.73,29.29,Low
38.0,13.0,9.98,8.56,0.0,12.0,14.0,2.0,14.6,1.24,38.23,Medium
37.0,5.0,7.9,4.71,6.0,1.0,3.0,9.0,10.84,1.23,72.89,High
22.0,1.0,8.02,5.06,4.0,16.0,27.0,4.0,12.87,1.01,72.43,High
40.0,13.0,11.32,7.03,5.0,5.0,15.0,2.0,14.4,0.55,44.27,Medium
35.0,15.0,7.61,6.51,4.0,11.0,21.0,2.0,9.1,0.61,58.67,Medium
25.0,19.0,10.93,5.49,0.0,12.0,6.0,0.0,14.0,0.18,53.49,Medium
,12.0,4.14,8.42,5.0,3.0,22.0,3.0,8.58,0.49,15.24,Low
31.0,14.0,7.25,8.51,7.0,14.0,7.0,8.0,10.4,0.56,70.09,High
30.0,11.0,7.19,5.46,6.0,15.0,20.0,5.0,11.18,0.12,70.91,High
34.0,8.0,11.49,4.78,4.0,18.0,21.0,5.0,14.68,0.22,100.0,High
34.0,17.0,7.15,4.75,0.0,14.0,26.0,5.0,10.33,0.54,51.21,Medium
35.0,13.0,10.33,6.42,1.0,,26.0,4.0,12.47,1.35,44.51,Medium
29.0,19.0,10.89,4.66,2.0,19.0,1.0,1.0,12.7,0.37,69.94,Medium
31.0,3.0,10.58,6.37,1.0,5.0,29.0,4.0,12.7,1.04,49.72,Medium
32.0,7.0,10.03,6.31,0.0,4.0,11.0,9.0,12.79,1.02,58.89,Medium
23.0,7.0,8.14,8.42,3.0,1.0,25.0,2.0,12.38,1.67,13.53,Low
26.0,15.0,7.73,5.48,3.0,19.0,27.0,9.0,12.05,1.22,82.31,High
41.0,9.0,9.65,6.8,2.0,1.0,1.0,1.0,,1.83,19.15,Low
21.0,16.0,4.64,7.72,0.0,4.0,13.0,3.0,7.85,1.26,6.79,Low
34.0,0.0,12.76,6.98,5.0,2.0,18.0,9.0,15.42,0.05,82.81,High
27.0,17.0,12.25,8.77,4.0,5.0,19.0,8.0,15.53,0.76,52.25,Medium
26.0,9.0,7.46,7.01,1.0,10.0,5.0,6.0,11.05,1.4,39.49,Medium
34.0,3.0,9.67,8.51,5.0,4.0,21.0,9.0,11.79,0.95,50.94,Medium
42.0,0.0,13.32,5.23,6.0,17.0,18.0,8.0,18.0,0.84,100.0,High
33.0,3.0,6.72,6.8,1.0,13.0,16.0,2.0,11.46,1.34,45.78,Medium
27.0,3.0,11.42,6.72,2.0,9.0,2.0,1.0,12.84,0.57,56.65,Medium
31.0,3.0,4.83,8.95,7.0,2.0,19.0,8.0,8.64,1.82,22.68,Low
32.0,16.0,9.23,5.02,2.0,15.0,24.0,5.0,10.36,0.83,63.23,Medium
30.0,8.0,12.84,4.7,6.0,15.0,9.0,9.0,14.03,1.26,100.0,High
36.0,18.0,9.52,7.06,2.0,10.0,23.0,3.0,14.35,1.96,33.34,Low
36.0,12.0,10.16,5.12,7.0,3.0,12.0,3.0,,1.57,,Medium
43.0,3.0,13.08,7.2,6.0,10.0,19.0,9.0,15.38,1.06,97.5,High
23.0,4.0,11.15,8.86,5.0,7.0,22.0,9.0,14.83,1.72,57.59,Medium
40.0,12.0,10.96,8.73,5.0,15.0,28.0,5.0,15.34,1.12,76.93,High
27.0,15.0,9.86,5.16,2.0,7.0,28.0,6.0,14.34,0.88,74.58,High
24.0,4.0,10.33,4.85,5.0,8.0,24.0,9.0,11.41,1.75,73.83,High
35.0,7.0,12.04,6.8,2.0,13.0,17.0,4.0,16.31,0.05,79.31,High
23.0,15.0,13.79,6.93,7.0,7.0,18.0,7.0,18.2,0.81,81.72,High
41.0,0.0,,7.31,5.0,15.0,,9.0,15.33,0.69,94.8,High
34.0,5.0,11.08,7.71,2.0,1.0,7.0,0.0,14.0,1.43,22.13,Low
31.0,10.0,5.36,7.0,,19.0,17.0,0.0,6.8,0.03,54.25,Medium
24.0,15.0,12.17,4.56,7.0,18.0,6.0,3.0,14.13,1.32,89.56,High
,4.0,11.36,7.95,4.0,19.0,22.0,7.0,14.32,0.69,81.81,High
35.0,15.0,11.7,4.4,6.0,19.0,10.0,7.0,16.16,0.2,100.0,High
33.0,6.0,6.31,4.1,1.0,18.0,2.0,5.0,10.52,1.96,64.98,Medium
29.0,18.0,13.03,7.85,6.0,18.0,1.0,4.0,16.01,0.42,83.66,High
26.0,0.0,4.97,6.74,1.0,17.0,18.0,9.0,9.11,0.7,45.56,Medium
32.0,8.0,6.54,7.49,6.0,12.0,27.0,9.0,10.6,0.41,75.44,High
39.0,17.0,10.63,5.91,2.0,16.0,23.0,1.0,13.95,1.32,39.68,Medium
24.0,12.0,10.74,4.06,,0.0,27.0,4.0,12.62,1.57,30.59,Low
22.0,14.0,7.13,5.66,5.0,4.0,24.0,4.0,9.52,1.72,56.07,Medium
34.0,2.0,11.02,7.04,2.0,19.0,10.0,1.0,12.68,,51.32,Medium
23.0,9.0,7.88,5.13,4.0,12.0,7.0,7.0,8.91,1.05,62.25,Medium
34.0,8.0,4.0,7.44,3.0,5.0,10.0,9.0,5.32,1.33,20.1,Low
33.0,12.0,5.63,7.97,4.0,9.0,1.0,4.0,9.67,1.26,5.03,Low
39.0,15.0,12.83,6.27,0.0,,11.0,4.0,13.96,1.43,49.89,Medium
38.0,2.0,6.23,8.38,4.0,5.0,28.0,0.0,8.83,1.54,10.58,Low
32.0,14.0,5.13,8.27,0.0,0.0,8.0,0.0,10.07,0.19,0.0,Low
29.0,16.0,10.82,8.39,1.0,17.0,5.0,0.0,15.0,0.34,65.87,Medium
40.0,13.0,8.41,7.31,4.0,6.0,11.0,7.0,12.41,1.47,42.72,Medium
24.0,6.0,11.97,5.52,3.0,9.0,17.0,9.0,14.07,0.95,65.52,Medium
42.0,19.0,12.61,6.41,5.0,11.0,24.0,1.0,16.18,0.85,68.68,Medium
39.0,15.0,12.46,7.55,,14.0,4.0,7.0,15.45,0.91,98.29,High
39.0,7.0,7.13,5.05,5.0,16.0,21.0,5.0,10.63,0.74,84.01,High
44.0,3.0,9.06,7.69,4.0,2.0,16.0,4.0,11.8,1.18,42.46,Medium
25.0,19.0,10.5,6.74,4.0,14.0,15.0,5.0,13.62,0.65,59.66,Medium
23.0,14.0,7.22,4.48,7.0,0.0,11.0,3.0,12.17,1.27,32.88,Low
21.0,4.0,4.41,6.79,5.0,10.0,28.0,2.0,6.73,0.41,31.14,Low
41.0,12.0,8.96,4.33,5.0,5.0,29.0,3.0,10.83,1.52,52.8,Medium
35.0,5.0,4.13,4.07,2.0,15.0,1.0,8.0,6.92,1.56,36.78,Medium
37.0,4.0,13.51,8.45,4.0,11.0,15.0,7.0,16.61,1.16,99.51,High
24.0,16.0,11.97,6.45,,14.0,0.0,7.0,13.31,0.74,100.0,High
41.0,6.0,5.92,6.72,7.0,17.0,19.0,0.0,10.14,0.03,50.54,Medium
23.0,5.0,6.88,5.4,3.0,9.0,1.0,4.0,9.57,0.24,48.88,Medium
32.0,1.0,13.83,6.71,5.0,11.0,12.0,,16.48,0.16,83.51,High
38.0,10.0,7.74,4.84,7.0,19.0,15.0,8.0,11.38,0.02,100.0,High
42.0,6.0,11.84,7.73,5.0,18.0,0.0,9.0,15.93,1.44,82.51,High
21.0,7.0,8.47,8.12,0.0,4.0,18.0,9.0,13.41,1.91,36.46,Medium
32.0,4.0,12.64,8.28,0.0,17.0,3.0,5.0,14.33,0.02,70.61,High
30.0,17.0,,4.53,5.0,18.0,19.0,0.0,13.42,0.23,81.75,High
41.0,15.0,4.23,6.79,3.0,11.0,2.0,0.0,5.9,1.72,25.08,Low
23.0,13.0,6.94,8.04,7.0,0.0,1.0,6.0,11.46,1.38,21.21,Low
41.0,11.0,9.58,4.64,1.0,1.0,11.0,2.0,12.77,0.81,37.1,Medium
39.0,16.0,13.26,4.5,4.0,2.0,23.0,6.0,17.67,1.99,67.07,Medium
39.0,4.0,5.02,8.08,1.0,11.0,25.0,4.0,9.96,1.15,15.69,Low
34.0,13.0,10.01,7.98,3.0,13.0,12.0,0.0,13.21,1.34,37.25,Medium
23.0,5.0,7.02,6.24,1.0,,26.0,7.0,8.49,1.31,32.52,Low
28.0,14.0,12.89,4.55,0.0,3.0,17.0,8.0,15.34,0.45,55.95,Medium
26.0,6.0,11.65,6.58,2.0,11.0,4.0,5.0,12.79,0.98,66.46,Medium
38.0,13.0,7.7,5.97,1.0,7.0,22.0,1.0,12.1,0.43,32.25,Low
38.0,17.0,5.67,6.59,2.0,0.0,24.0,8.0,6.74,1.02,9.73,Low
25.0,0.0,4.11,6.2,1.0,4.0,11.0,1.0,7.48,0.06,3.92,Low
25.0,5.0,10.21,6.84,7.0,0.0,18.0,5.0,11.63,0.76,46.63,Medium
39.0,2.0,8.06,7.64,3.0,14.0,0.0,9.0,9.09,0.74,75.12,High
34.0,4.0,7.15,7.87,2.0,12.0,8.0,3.0,9.17,0.58,55.62,Medium
34.0,11.0,13.86,7.24,1.0,12.0,0.0,5.0,17.07,0.16,84.47,High
44.0,10.0,8.66,4.99,3.0,3.0,23.0,3.0,9.96,1.54,22.87,Low
39.0,12.0,11.5,5.99,6.0,14.0,17.0,2.0,14.96,0.84,66.09,Medium
28.0,15.0,5.77,4.36,6.0,11.0,22.0,7.0,9.46,1.63,58.99,Medium
23.0,17.0,4.13,6.26,5.0,7.0,,4.0,,1.67,18.74,Low
37.0,16.0,8.18,8.85,7.0,15.0,2.0,0.0,12.78,0.43,46.95,Medium
37.0,16.0,10.66,7.21,6.0,11.0,5.0,7.0,13.93,0.84,83.54,High
24.0,10.0,9.07,4.77,0.0,5.0,21.0,2.0,13.24,1.44,33.35,Low
39.0,19.0,12.9,5.34,4.0,14.0,3.0,3.0,15.35,1.0,100.0,High
42.0,9.0,8.34,4.32,3.0,6.0,23.0,8.0,11.68,1.71,42.09,Medium
30.0,15.0,7.11,,3.0,4.0,11.0,2.0,9.72,1.14,35.6,Medium
24.0,1.0,13.16,6.44,,14.0,11.0,4.0,15.51,1.26,57.06,Medium
41.0,16.0,8.07,5.72,2.0,11.0,4.0,7.0,11.98,1.57,48.09,Medium
23.0,19.0,6.7,5.02,1.0,10.0,22.0,5.0,8.89,0.24,57.63,Medium
31.0,9.0,4.98,4.73,2.0,3.0,28.0,2.0,7.5,1.17,0.0,Low
21.0,12.0,11.93,,7.0,12.0,20.0,7.0,,0.17,91.65,High
32.0,11.0,12.25,6.79,3.0,17.0,12.0,4.0,16.73,0.52,71.05,High
29.0,14.0,4.33,8.21,5.0,7.0,11.0,5.0,6.01,0.43,24.96,Low
28.0,6.0,7.59,4.92,6.0,6.0,3.0,2.0,10.12,1.13,36.32,Medium
29.0,12.0,11.5,8.24,1.0,15.0,5.0,7.0,16.05,1.69,69.23,Medium
26.0,11.0,13.46,6.89,6.0,2.0,18.0,3.0,14.52,0.27,67.37,Medium
23.0,11.0,7.78,5.33,6.0,15.0,5.0,8.0,12.57,1.54,86.47,High
38.0,1.0,12.72,5.37,4.0,15.0,5.0,4.0,17.32,0.29,92.06,High
29.0,4.0,7.94,5.95,6.0,6.0,10.0,0.0,10.61,0.38,44.16,Medium
22.0,1.0,5.79,6.3,7.0,12.0,26.0,8.0,9.4,1.83,55.93,Medium
44.0,19.0,4.03,4.41,7.0,12.0,21.0,7.0,8.99,0.02,47.98,Medium
40.0,12.0,7.3,8.21,7.0,18.0,13.0,4.0,10.52,0.39,52.32,Medium
38.0,2.0,7.78,4.61,4.0,17.0,29.0,2.0,9.17,0.43,81.23,High
40.0,10.0,13.45,6.42,1.0,6.0,26.0,8.0,17.86,0.56,64.56,Medium
21.0,15.0,6.06,5.91,7.0,19.0,2.0,6.0,7.6,0.73,74.92,High
39.0,0.0,7.82,6.56,3.0,17.0,28.0,7.0,9.85,0.21,74.55,High
29.0,18.0,4.25,8.44,5.0,17.0,7.0,2.0,8.74,0.94,33.97,Low
21.0,10.0,11.64,,0.0,3.0,3.0,5.0,13.66,0.8,49.63,Medium
21.0,8.0,13.15,4.1,6.0,8.0,26.0,3.0,17.13,1.25,73.65,High
43.0,13.0,6.38,5.97,5.0,15.0,15.0,2.0,9.17,1.74,43.2,Medium
36.0,8.0,8.29,,6.0,3.0,17.0,3.0,12.33,0.6,29.68,Low
